COD_DANE;NOMBRE_INSTITUCION;CORREO_INSTITUCIONAL;DIRECCION;SEDE_PRINCIPAL;COD_SEDE_PRINCIPAL;LONGITUD;LATITUD;ESTADO;ID_DEPARTAMENTO;DEPARTAMENTO;ID_MUNICIPIO;MUNICIPIO;CALENDARIO;NATURALEZA;SECTOR;ZONA;JORNADA;NIVEL;TELEFONO;TIPO_TELEFONO
176001001770;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;JBORRERO@VALLEDELCAUCA.GOV.CO;CRA 52 # 2-51;S;176001001770;-76,5519785671;3,41555727667;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN MEDIA;3187963172;CELULAR
176001004451;SEDE FRAY CRISTOBAL DE TORRES;JBORRERO@VALLEDELCAUCA.GOV.CO;CR 48 CL 14 OESTE;N;176001001770;-76,5617227199;3,4224935583;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
176001004825;SEDE SANTIAGO RENGIFO SALCEDO;JBORRERO@VALLEDELCAUCA.GOV.CO;CLL 23 OESTE # 47 - 06;N;176001001770;-76,564453721;3,421936833;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;3187963172;CELULAR
176001004841;SEDE LUIS LOPEZ DE MESA;JBORRERO@VALLEDELCAUCA.GOV.CO;CLL 3A OESTE # 42 - 44;N;176001001770;-76,5544085542;3,42286493625;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
176001004876;SEDE GENERAL ANZOATEGUI;JBORRERO@VALLEDELCAUCA.GOV.CO;CLL 1A # 43 - 68 BRR/EL LIDO;N;176001001770;-76,552537628;3,422672365;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;3187963172;CELULAR
176001005058;SEDE SOFIA CAMARGO DE LLERAS;JBORRERO@VALLEDELCAUCA.GOV.CO;CLL 12A OESTE CON CRA 51 OESTE;N;176001001770;-76,5644821584;3,42216478266;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN MEDIA;3187963172;CELULAR
176001005261;SEDE MARISCAL JORGE ROBLEDO;JBORRERO@VALLEDELCAUCA.GOV.CO;CRA 49 OESTE # 9-02 BRR/LLERAS CAM;N;176001001770;-76,559757596;3,421737328;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
176001008421;SEDE MIGUEL ANTONIO CARO;JBORRERO@VALLEDELCAUCA.GOV.CO;CL 6 OEST CR 42B;N;176001001770;-76,5567133862;3,42315817218;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
176001030699;SEDE MANUEL MARIA BUENAVENTURA;JBORRERO@VALLEDELCAUCA.GOV.CO;CRA 40B W # 64-52;N;176001001770;-76,5570349933;3,42658371364;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;A;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
276001019193;ESCUELA NVA TULIO ENRIQUE TASCON;;VDA LA REFORMA;N;176001001770;-76,5707433255;3,42406384689;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;5190532;FIJO
176001001796;INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR;;CLL 14 # 48A-32 BRR/LA SELVA;S;176001001796;-76,5299700729;3,40949516348;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;3351363;FIJO
176001004744;CENTRO EDUCATIVO CENT DOC N. 67 STO DOMINGO;;KRA 47 # 13C-03;N;176001001796;-76,530341017;3,411380422;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;3346130;FIJO
176001004922;CENTRO EDUCATIVO CENT DOC FERNANDO VELASCO;;CLL 23 # 44 A- 16;N;176001001796;-76,523277141;3,410908909;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;3350110;FIJO
176001001800;INSTITUCION POLITEC MPAL DE CALI;IE_VILLACOLOMBIA@CALI.GOV.CO;KR 12E # 48-36;S;176001001800;-76,501942753;3,446172809;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;4421486;FIJO
176001003985;ESCUELA N. 70 REP COLOMBIA;;CL 53 # 12E-11;N;176001001800;-76,5017622724;3,4460538037;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;4431712;FIJO
176001004035;CENTRO EDUCATIVO CENT DOC N. 75 STISIMA TRINIDAD;;CLL 48 # 18-84;N;176001001800;-76,501872749;3,442215144;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;4413226;FIJO
176001001818;COLEGIO DE STA LIBRADA;RECTORIA@SANTALIBRADA.EDU.CO;CLL 7 # 14A-105 BRR/SAN JUAN BOSCO;S;176001001818;-76,534557449;3,441756144;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN MEDIA;8858838;FIJO
176001003292;CENTRO EDUCATIVO CENT DOC N. 35 CARLOS ALBERTO SARDI GARCES;;CRA 5 NO. 2-69 B/ SAN ANTONIO;N;176001001818;-76,539472931;3,448412836;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;8936869;FIJO
176001004558;ESCUELA N. 41 LUIS CARLOS PEÑA;;CL 7 # 14-36 BRR/SAN ANTONIO;N;176001001818;-76,534860694;3,443133254;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;8854742;FIJO
176001004582;ESCUELA N.36 EUSTAQUIO PALACIOS;;CRA 17 A #3A-55 B.LIBERTADORES;N;176001001818;-76,5357456509;3,44103215558;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;5561100;FIJO
176001004698;ESCUELA NO 86 SANTIAGO DE CALI;;CLL 17 # 7-74 BRR/SAN NICOLAS;N;176001001818;-76,527067918;3,451183603;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;8858838;FIJO
176001005431;CENTRO EDUCATIVO CENT DOC REP DE MEXICO N. 82;;CLL 20 #5-63 BRR/SAN NICOLAS;N;176001001818;-76,524920392;3,454256418;ACTIVA;76;VALLE DEL CAUCA;76001;CALI;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;8818718;FIJO
276130001241;SEDE EL PARAISO;JBORRERO@VALLEDELCAUCA.GOV.CO;CRG VILLAGORGONA;N;176130000461;-76,3831766307;3,38209156369;ACTIVA;76;VALLE DEL CAUCA;76130;CANDELARIA;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACIÓN BÁSICA PRIMARIA;3187963172;CELULAR
176147000015;INSTITUCION TEC DE BTO CIAL SOR MARIA JULIANA;;CL 21 CR 5 Y 6 BRR/EL LLANO;S;176147000015;-75,92356594;4,747930773;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2138578;FIJO
176147000333;CENTRO EDUCATIVO CENT DOC N. 3 SOR MARIA ANASTASIA;;CL 19 # 6-42 BRR/EL LLANO;N;176147000015;-75,9220617662;4,74739199284;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;2123619;FIJO
176147000350;CENTRO EDUCATIVO CENT DOC RIGOBERTO OROZCO CARDONA N. 44;;CL 21 ENTRE KR 2 Y 3;N;176147000015;-75,92518184;4,751713294;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2141116;FIJO
176147000627;CENTRO EDUCATIVO CENT DOC N. 9 LASTENIA DURAN VERNAZA;;CR 5 CL 20 ESQ BRR/EL LLANO;N;176147000015;-75,92324077;4,748927041;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;2623430;FIJO
176147000112;INSTITUCION TEC IND INDALECIO PENILLA;;CLL 43 #2-199 BRR/SANTA ANA;S;176147000112;-75,9244444444;4,74944444444;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2119200;FIJO
176147000384;CENTRO EDUCATIVO CENT DOC ROBERTO DELGADO N. 34;;CL 51 # 2-30 BRR/SANTA ANA;N;176147000112;-75,9425;4,75833333333;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;;
176147000392;CENTRO EDUCATIVO CENT DOC ANTONIO NARIÑO;;CL 37 CR 1 BRR/CAMPO ALEGRE;N;176147000112;-75,93461555;4,763577114;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2134533;FIJO
276147000583;CENTRO EDUCATIVO CENT DOC LUIS CARLOS PEÑA N. 21;;IP CAUCA;N;176147000112;-75,9508333333;4,76444444444;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;;
276147001083;CENTRO EDUCATIVO CENT DOC FABIO SALAZAR GOMEZ;;VDA EL GUANABANO;N;176147000112;-75,858889;4,711389;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;;
176147000236;COLEGIO NAL ACADEMICO;COLACADEMICO@HOTMAIL.COM;CR 11 CL 14-46 BRR/LA LIBERTAD;S;176147000236;-75,9169274599;4,74327699487;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2125784;FIJO
176147000376;CENTRO EDUCATIVO CENT DE EDUC GABO BONILLA;IEGABO@ERT.CO.COM;CR 11 CLL 16 BRR/LA LIBERTAD;S;176147000376;-75,91860872;4,743048963;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2148665;FIJO
176147000414;CENTRO EDUCATIVO GABO;GABOCARTAGO@UNIWEB.NET.CO;CLL 14 CRA 12;N;176147000376;-75,91757684;4,742939309;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;2127316;FIJO
176147000431;CENTRO EDUCATIVO CENT DOC N. 14 JOHN FITZGERALD KENNEDY;;KR 7 CL 16 Y 17;N;176147000376;-75,9211111111;4,74361111111;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2125238;FIJO
176147000295;CENTRO EDUCATIVO CENT DOC EMPERATRIZ BUENO N. 10;;CL 5 # 17-100 BRR/SAN GERONIMO;N;176147000678;-75,9069242907;4,73645635639;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;2145888;FIJO
176147000678;CENTRO EDUCATIVO CENT DOC N. 29 MANUEL QUINTERO PENILLA;;CL 9 # 9-39;S;176147000678;-75,9102050878;4,74518714455;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN MEDIA;2108650;FIJO
176147001101;CENTRO EDUCATIVO CENT DE DESARROLLO VECINAL N.54;;CL 4A # 10-42 BRR/SAN JOSE;N;176147000678;-75,9061481868;4,74429123628;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2137151;FIJO
176147000406;CENTRO EDUCATIVO CENT DOC SAN JOSE N.31;;CR 11 # 5-84 BRR/SAN JOSE;N;176147000716;-75,9063874571;4,74308573725;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;2107325;FIJO
176147000716;CENTRO EDUCATIVO CENT DOC RAMON MARTINEZ BENITEZ N.37;;CR 6 # 4-70 BRR/COLLAREJO;S;176147000716;-75,9060325664;4,74888719129;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN MEDIA;2125876;FIJO
176147000155;CENTRO EDUCATIVO CENT DOC N. 13 MA AUXILIADORA;;CL 16 # 1-83N BRR/ISABELA;N;176147001241;-75,91858919;4,75329125;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;UNICA;EDUCACIÓN BÁSICA PRIMARIA;2122946;FIJO
176147000252;CENTRO EDUCATIVO CENT DOC N. 6 MARIA INMACULADA;;CL 19 CRA 9 NORTE;N;176147001241;-75,9191666667;4,74361111111;ACTIVA;76;VALLE DEL CAUCA;76147;CARTAGO;B;OFICIAL;OFICIAL;URBANO;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;2128589;FIJO
