COD_DANE;NOMBRE_INSTITUCION;CORREO_INSTITUCIONAL;DIRECCION;SEDE_PRINCIPAL;COD_SEDE_PRINCIPAL;LONGITUD;LATITUD;ESTADO;ID_DEPARTAMENTO;DEPARTAMENTO;ID_MUNICIPIO;MUNICIPIO;CALENDARIO;NATURALEZA;SECTOR;ZONA;JORNADA;NIVEL;TELEFONO;TIPO_TELEFONO
419110001984;ASOCIACION CASITA NIÑOS INVEST Y PROM EDUC INFANTIL;;LA BALSA;N;;-76,6166179695;2,89254611423;ACTIVA;19;CAUCA;19110;BUENOS AIRES;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;ESPECIAL;NIVELES EDUCATIVOS ESPECIALES;;
420178015486;COLEGIO SEMILLAS DE FE;SEMILLASDEFELAAURORA@GMAIL.COM;VD LA AURORA;S;;-73,547978944;9,42664835322;ACTIVA;20;CESAR;20178;CHIRIGUANÁ;A;PERSONA NATURAL;NO OFICIAL;RURAL;MAÑANA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA;3107787347;FIJO
420250800037;COLEGIO CARITA SONRIENTE;CARITASONRIENTE@GMAIL.COM;CL 14 14 50 BRR 8 DE DICIEMBRE;S;;-73,6934329886;9,68172868047;ACTIVA;20;CESAR;20250;EL PASO;A;PERSONA NATURAL;NO OFICIAL;RURAL;MAÑANA;PREESCOLAR;3207590432;FIJO
423001007457;ESCUELA NVA LA LOMA;;VDA LAS PALOMAS;N;;-76,1546744;8,5210082;ACTIVA;23;CÓRDOBA;23001;MONTERÍA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;ESPECIAL;NIVELES EDUCATIVOS ESPECIALES;;
423417800041;CENTRO EDUCATIVO TORRE FUERTE DE VIDA;TORREFUERTEDEVIDA@GMAIL.COM;KR 5 12 54;S;;-75,890244646281;9,29263637668679;ACTIVA;23;CÓRDOBA;23417;LORICA;A;PERSONA NATURAL;NO OFICIAL;RURAL;MAÑANA;PREESCOLAR, NIVELES EDUCATIVOS ESPECIALES;3148205634;CELULAR
425126800110;JARDIN INFANTIL LAS VILLAS;ANDRES@GIMLASVILLAS.EDU.CO;CALLE 8 SUR 10 A-19 VEREDA CANELÓN;;;-74,0370823363701;4,90654183348717;ACTIVA;25;CUNDINAMARCA;25126;CAJICÁ;B;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;UNICA;PREESCOLAR;3173693510;CELULAR
425175800311;GIMNASIO BIG TALENTS GIMNASIO CAMPESTRE;BIGTALENTSGIMNASIOCAMPESTRE@GMAIL.COM;SCT LAVADEROS RESGUARDO INDGENA VD CERCA DE PIEDRA;S;;-74,0369225075;4,86545184635;ACTIVA;25;CUNDINAMARCA;25175;CHÍA;A;PERSONA NATURAL;NO OFICIAL;RURAL;UNICA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA;3208901190;CELULAR
425430800185;LICEO CAMPESTRE NUEVO PACTO;BILINGUENUEVOPACTO@GMAIL.COM;VD PUENTE PIEDRA SECTOR PABLO SEXTO KILÓMETRO 13 AUTOPISTA MEDELLIN;S;;-74,2597685483;4,7726774435;ACTIVA;25;CUNDINAMARCA;25430;MADRID;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;UNICA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA, EDUCACIÓN BÁSICA SECUNDARIA, EDUCACIÓN MEDIA;3004813369;CELULAR
425785800054;GIMNASIO CAMPESTRE BOSQUE AZUL;BOSQUEAZUL.INFANCIA@GMAIL.COM;VD SALITRE BAJO SECTOR CHAMPIÑONE FINCA LA KERENCIA;S;;-74,0844964801;4,9515200456;ACTIVA;25;CUNDINAMARCA;25785;TABIO;A;PERSONA NATURAL;NO OFICIAL;RURAL;UNICA;PREESCOLAR;3144250534;CELULAR
444090800066;CENTRO EDUCATIVO SUEÑOS EN ACCION SAS;LIC.MARIAARIASCOS@GMAIL.COM;CARRERA 5 CALLE 3 ESQUINA;S;;-73,5616391994081;11,2387742775754;ACTIVA;44;LA GUAJIRA;44090;DIBULLA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;3229727725;CELULAR
447980000245;CENTRO EDUCATIVO JEAN PIAGET;;CLL 6 NO 6-59 TUCURINCA;N;;-74,166544;10,650984;ACTIVA;47;MAGDALENA;47980;ZONA BANANERA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;ESPECIAL;NIVELES EDUCATIVOS ESPECIALES;;
447980000284;CENTRO EDUCATIVO LAS AMERICAS;;GUACAMAYAL CRA 6A NO 3B-34;N;;-74,173345;10,90565;ACTIVA;47;MAGDALENA;47980;ZONA BANANERA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;;
450006800145;ESCUELA CAMPESTRE SANTALUCIA;ESCAMP.SANTALUCIA@GMAIL.COM;CONJUNTO PUERTA DEL SOL LOTE 3 VEREDA SARDINATA;S;;-73,74333;3,99806;ACTIVA;50;META;50006;ACACÍAS;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;3108441090;CELULAR
450577001070;INSTITUTO EDUCATIVO CETEL PUERTO LLERAS;CENTROEDUCATIVOCETEL@GMAIL.COM;CL 6A 4 40;S;;-73,37532749;3,26844572;ACTIVA;50;META;50577;PUERTO LLERAS;A;PERSONA NATURAL;NO OFICIAL;RURAL;FIN DE SEMANA, UNICA;CLEI;3112785847;CELULAR
452022000186;COLEGIO GIMNASIO CAMPESTRE MODERNO;COLEGIOGIMNASIOCAMPESTREMODERNO@GMAIL.COM;CARRERA 1 NO. 8 - 07;S;;-77,678357619024;0,854620746560223;ACTIVA;52;NARIÑO;52022;ALDANA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;UNICA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA;3173166022;CELULAR
466001800523;RECREO;SEMSISTEMAS@PEREIRA.GOV.CO;CENTRO POBLADO, ESTACIÓN VILLEGAS, COMUNIDAD DE COLONIAS 1 Y 2;S;;-75,8316849857208;4,79748585917142;ACTIVA;66;RISARALDA;66001;PEREIRA;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;ESPECIAL;NIVELES EDUCATIVOS ESPECIALES;3146204787;CELULAR
468081800165;ESCUELA CRISTIANA GRANDES INNOVADORES;ELGRANDESINNOVADORES@GMAIL.COM;CT 328 020 816 VD VEREDA CRETACEO;S;;-73,7821164606;7,05407455763;ACTIVA;68;SANTANDER;68081;BARRANCABERMEJA;A;PERSONA NATURAL;NO OFICIAL;RURAL;MAÑANA, TARDE;EDUCACIÓN BÁSICA PRIMARIA;3227316861;CELULAR
468572800019;JARDIN INFANTIL GIMNASIO CAMPESTRE KINDER HOUSE;GIMNASIOCAMPESTREKINDERHOUSE@GMAIL.COM;VEREDA SEMISA;S;;-73,6759343;5,8896195;ACTIVA;68;SANTANDER;68572;PUENTE NACIONAL;A;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;3114909612;CELULAR
476109008995;ESCUELA NUEVA EL FIRME;;VDA EL FIRME YURUMANGUI;N;;-77,32724629;3,442994114;ACTIVA;76;VALLE DEL CAUCA;76109;BUENAVENTURA;B;ORGANIZACIÓN CON FINES DE LUCRO;NO OFICIAL;RURAL;ESPECIAL;NIVELES EDUCATIVOS ESPECIALES;;
476364800199;COLEGIO LA ALDEA;ALDEA_INNOVATIONLAB@OUTLOOK.COM;KM 1 VÍA JAMUNDÍ PASO DE LA BOLSA FINCA LA ILÍADA PORTÓN 2;S;;-76,6276041783;3,21389238912;ACTIVA;76;VALLE DEL CAUCA;76364;JAMUNDÍ;A;PERSONA NATURAL;NO OFICIAL;RURAL;UNICA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA;3168497727;CELULAR
476892800010;JARDIN INFANTIL KINDER LA PIAZZA;INFO@KINDERLAPIAZZA.COM;VIA DAPA SUR KM 1512 CASA 22 PILAS DAPA;S;;-76,5109879004;3,59591366935;ACTIVA;76;VALLE DEL CAUCA;76892;YUMBO;B;PERSONA NATURAL;NO OFICIAL;RURAL;UNICA;PREESCOLAR;3185539130;CELULAR
